node_pair,network_relation,eyes,bands,city,contrast
L-mPFC→L-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.062180319474471835
L-mPFC→R-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.08902517074894468
L-mPFC→L-IFG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0945556185173947
L-mPFC→R-IFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.06661277542379368
L-mPFC→R-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.109464258343029
L-mPFC→L-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.04068780336696587
L-mPFC→R-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.13660696285356821
L-mPFC→L-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.02503646567806515
L-mPFC→R-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.007756197518456474
L-mPFC→L-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.1988710939176254
L-mPFC→R-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.13749622873627387
L-mPFC→L-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.06495947851606093
L-mPFC→R-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.04484572012869663
L-mPFC→L-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.07113336282765118
L-mPFC→R-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.18120907396955155
L-mPFC→L-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.10563071178205971
L-mPFC→R-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.0056293377456099886
L-mPFC→L-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.022077892986435265
L-mPFC→R-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.04653718511073884
R-mPFC→L-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.10003663165729532
R-mPFC→R-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.129494500418848
R-mPFC→L-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.040706115193740025
R-mPFC→R-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.013467211594252779
R-mPFC→L-IFG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.09890175747561657
R-mPFC→R-IFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.20220542030516664
R-mPFC→L-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.01452966314513558
R-mPFC→L-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.043946944117926025
R-mPFC→R-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.024207038116722018
R-mPFC→L-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.07659808889237908
R-mPFC→R-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.006899341558261021
R-mPFC→L-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.13345633229608622
R-mPFC→R-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.020711953786599284
R-mPFC→L-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.18574377484040944
R-mPFC→R-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.1001458627122606
R-mPFC→L-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.11433583960140757
R-mPFC→R-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.031024790073825897
R-mPFC→L-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.14002977642204845
R-mPFC→R-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.17817343224661164
R-mPFC→L-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.08887286067888443
R-mPFC→R-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07118927905946668
L-aSTG→L-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.19649257192907774
L-aSTG→R-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.027279736306306906
L-aSTG→L-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.1829143615568173
L-aSTG→R-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.04829539090782715
L-aSTG→L-IFG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.16651905713476362
L-aSTG→R-IFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07491761809294391
L-aSTG→L-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.05576140554744098
L-aSTG→R-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.061735841856095375
L-aSTG→R-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.19846708101427074
L-aSTG→L-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.08509140671332588
L-aSTG→R-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.02608902801662632
L-aSTG→L-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.06755205294731985
L-aSTG→R-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.040396754854038375
L-aSTG→L-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.08762163778991497
L-aSTG→R-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.08098792374845984
L-aSTG→L-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.028135591765135238
L-aSTG→R-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.07843106778067119
L-aSTG→L-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.04627264646917123
L-aSTG→R-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.03559355808031107
L-aSTG→L-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.13718631046738047
L-aSTG→R-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0879958234222543
R-aSTG→L-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.01954225303654402
R-aSTG→R-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.1868630227539447
R-aSTG→L-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.18640758407939353
R-aSTG→R-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.16024278503464714
R-aSTG→L-IFG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.05541370531626536
R-aSTG→R-IFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.06010249835688098
R-aSTG→L-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0898227748570044
R-aSTG→R-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.013322555084758735
R-aSTG→L-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.013380613488875972
R-aSTG→L-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07244308636174071
R-aSTG→R-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0961384380440698
R-aSTG→L-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.008309055581358
R-aSTG→R-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.09595959595959597
R-aSTG→L-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.05961453610987041
R-aSTG→R-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.17282651951582323
R-aSTG→L-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.019857458718489332
R-aSTG→R-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.09621772519780049
R-aSTG→L-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.04361518708920206
R-aSTG→R-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.14597397625324987
R-aSTG→L-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.05204242533687921
R-aSTG→R-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.013397068440970272
L-PREC→L-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.03290386010217768
L-PREC→R-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0367965367965368
L-PREC→L-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.19239295320676347
L-PREC→R-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.18786283059435474
L-PREC→L-IFG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.002407203889691828
L-PREC→R-IFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.042596183363640384
L-PREC→L-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.0028204354612568995
L-PREC→R-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.04808105146924228
L-PREC→L-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.09219860245296133
L-PREC→R-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.07682596487093424
L-PREC→R-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.10402937587860216
L-PREC→L-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.05312492999860986
L-PREC→R-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.019803798098965687
L-PREC→L-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.05226387526235099
L-PREC→R-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.12247581953872946
L-PREC→L-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.18913370019896464
L-PREC→R-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0473078971387854
L-PREC→L-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.14902267135616296
L-PREC→R-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.026219163713569655
L-PREC→L-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.05495249381063228
L-PREC→R-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.022006398287929108
R-PREC→L-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.00232653556278024
R-PREC→R-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.14870852027041506
R-PREC→L-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.09469816181869047
R-PREC→R-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.17689457220837174
R-PREC→L-IFG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07192110426205094
R-PREC→R-IFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.030909686762651763
R-PREC→L-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.13533224690846027
R-PREC→R-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.016203107535517382
R-PREC→L-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.014746556054816156
R-PREC→R-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.21685266831719435
R-PREC→L-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.06310336783522506
R-PREC→L-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07858542940959559
R-PREC→R-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.06277056277056278
R-PREC→L-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07865249376417563
R-PREC→R-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.19220521363367976
R-PREC→L-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.1652920786897017
R-PREC→R-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.03523509771630169
R-PREC→L-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07491196997341874
R-PREC→R-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07235706196036984
R-PREC→L-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07003749211159016
R-PREC→R-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.014488617272348143
L-ANG→L-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.025743502737626142
L-ANG→R-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.1361695802700751
L-ANG→L-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.03598983614268874
L-ANG→R-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.023594489687705854
L-ANG→L-IFG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.04530226849238789
L-ANG→R-IFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.05351031794394553
L-ANG→L-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.1433049438875616
L-ANG→R-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.010260908682177603
L-ANG→L-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07725332878058246
L-ANG→R-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.05782582682033855
L-ANG→L-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.16624095290201124
L-ANG→R-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.08598591336079368
L-ANG→R-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.06675274147338496
L-ANG→L-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07519812641780267
L-ANG→R-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.24284241447422172
L-ANG→L-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.06213582633489795
L-ANG→R-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.18013880785951963
L-ANG→L-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.028977234544696286
L-ANG→R-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.09989015745725853
L-ANG→L-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.056425231803958135
L-ANG→R-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.05155760667772462
R-ANG→L-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.00897378002786664
R-ANG→R-ACC,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.031690926684179936
R-ANG→L-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.08987758480529312
R-ANG→R-INS,DMN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07195608002048778
R-ANG→L-IFG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.08383458986653744
R-ANG→R-IFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.1714492094416538
R-ANG→L-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.16510908414446707
R-ANG→R-mPFC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.18659146354805695
R-ANG→L-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.0058986224219264635
R-ANG→R-aSTG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.12894081881056857
R-ANG→L-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.09405741716234071
R-ANG→R-PREC,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.16358089394027303
R-ANG→L-ANG,DMN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.02804426144766869
R-ANG→L-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.2663145841488754
R-ANG→R-SFG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.2663350210436912
R-ANG→L-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.1220634101008976
R-ANG→R-pSTG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.11684633288862119
R-ANG→L-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.22437820355661223
R-ANG→R-ITG,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.016922612767541395
R-ANG→L-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.02520785759949879
R-ANG→R-SUP,DMN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.2199460383785811
L-SFG→L-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.05875891615132855
L-SFG→R-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.10070672257417179
L-SFG→L-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.10479323733317181
L-SFG→R-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.07504834670793588
L-SFG→L-IFG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.11855560471275198
L-SFG→R-IFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.15644561425291226
L-SFG→L-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.11721063117871786
L-SFG→R-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.1345061826403334
L-SFG→L-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0491035045479867
L-SFG→R-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.07262621312736517
L-SFG→L-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.006224387900449018
L-SFG→R-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.14385252036593285
L-SFG→L-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.053577671636678766
L-SFG→R-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.0625602755371071
L-SFG→R-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.08241115808411945
L-SFG→L-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.058939649422729376
L-SFG→R-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0965907818156543
L-SFG→L-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.012691959575656046
L-SFG→R-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.08946608946608947
L-SFG→L-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.007106336619106385
L-SFG→R-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0605122595081075
R-SFG→L-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.03964207338432575
R-SFG→R-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.006356417261637282
R-SFG→L-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.17535363043993255
R-SFG→R-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.13518772185030037
R-SFG→L-IFG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.11916873301998357
R-SFG→R-IFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.029797570435324584
R-SFG→L-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.1028001892180892
R-SFG→R-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.24941762713960533
R-SFG→L-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.006085169051948626
R-SFG→R-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.06901579588999186
R-SFG→L-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.08521951881100183
R-SFG→R-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.06736780212319947
R-SFG→L-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.07271415873726908
R-SFG→R-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.09225580879172382
R-SFG→L-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.09450413564644172
R-SFG→L-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.10117940483289742
R-SFG→R-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.07051088653142248
R-SFG→L-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.02285481097788395
R-SFG→R-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.12921745127873208
R-SFG→L-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.11995432200887077
R-SFG→R-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.031232133939668383
L-pSTG→L-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.02323391897810041
L-pSTG→R-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.0824977372417643
L-pSTG→L-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.07324125278121585
L-pSTG→R-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.10816242533001848
L-pSTG→L-IFG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.08844728610418587
L-pSTG→R-IFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.062460958704777164
L-pSTG→L-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.026589110070704202
L-pSTG→R-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0068916670396108
L-pSTG→L-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.043926500291483456
L-pSTG→R-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.14484330914631624
L-pSTG→L-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.14063501808947937
L-pSTG→R-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.22881676118117186
L-pSTG→L-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.04690701111852619
L-pSTG→R-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.1063406650958038
L-pSTG→L-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.13894532378019964
L-pSTG→R-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.002622683226970289
L-pSTG→R-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.054282449110225124
L-pSTG→L-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.19349142086392052
L-pSTG→R-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.08362523107970751
L-pSTG→L-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.09276178786536567
L-pSTG→R-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.06184119191024378
R-pSTG→L-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.03802911202101593
R-pSTG→R-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.011281741845027598
R-pSTG→L-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.13899748434454048
R-pSTG→R-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.02608902801662632
R-pSTG→L-IFG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.21580822259075705
R-pSTG→R-IFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.14117729429096784
R-pSTG→L-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.11879472078612656
R-pSTG→R-mPFC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.1832751496795188
R-pSTG→L-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.11073887853694818
R-pSTG→R-aSTG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.20343901683482934
R-pSTG→L-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.043568355817724516
R-pSTG→R-PREC,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.1021102550622631
R-pSTG→L-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.06471752641769699
R-pSTG→R-ANG,CEN→DMN,eyes closed,delta,"merged(Kraków,Warszawa)",0.1832305121817429
R-pSTG→L-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.05423416055820572
R-pSTG→R-SFG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.017560327567658632
R-pSTG→L-pSTG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.02628074891300696
R-pSTG→L-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.014807286171598722
R-pSTG→R-ITG,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.02307004845588873
R-pSTG→L-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",0.04848749453879319
R-pSTG→R-SUP,CEN→CEN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.0521029150597572
L-ITG→L-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.15608535720242658
L-ITG→R-ACC,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.034131235313336644
L-ITG→L-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",-0.15865239798020422
L-ITG→R-INS,CEN→SN,eyes closed,delta,"merged(Kraków,Warszawa)",0.05553577656387255
