node_pair,network_relation,city,eyes,bands,contrast
R-pSTG→L-INS,CEN→SN,Warszawa,eyes closed,alpha,-0.2065874189471555
R-pSTG→R-INS,CEN→SN,Warszawa,eyes closed,alpha,0.034747366857440405
R-pSTG→L-IFG,CEN→DMN,Warszawa,eyes closed,alpha,-0.038496381510199074
R-pSTG→R-IFG,CEN→CEN,Warszawa,eyes closed,alpha,-0.03300999851456839
R-pSTG→L-mPFC,CEN→DMN,Warszawa,eyes closed,alpha,-0.19979735943028235
R-pSTG→R-mPFC,CEN→DMN,Warszawa,eyes closed,alpha,0.04461899272826662
R-pSTG→L-aSTG,CEN→DMN,Warszawa,eyes closed,alpha,-0.050450459549723436
R-pSTG→R-aSTG,CEN→DMN,Warszawa,eyes closed,alpha,0.07077267814675746
R-pSTG→L-PREC,CEN→DMN,Warszawa,eyes closed,alpha,0.07123210205775284
R-pSTG→R-PREC,CEN→DMN,Warszawa,eyes closed,alpha,0.18299332159920065
R-pSTG→L-ANG,CEN→DMN,Warszawa,eyes closed,alpha,-0.006528709108548383
R-pSTG→R-ANG,CEN→DMN,Warszawa,eyes closed,alpha,0.21957012742769763
R-pSTG→L-SFG,CEN→CEN,Warszawa,eyes closed,alpha,-0.10747856732750513
R-pSTG→R-SFG,CEN→CEN,Warszawa,eyes closed,alpha,-0.2236672892424287
R-pSTG→L-pSTG,CEN→CEN,Warszawa,eyes closed,alpha,-0.38234792000958295
R-pSTG→L-ITG,CEN→CEN,Warszawa,eyes closed,alpha,-0.16918034742801094
R-pSTG→R-ITG,CEN→CEN,Warszawa,eyes closed,alpha,0.0916170292722168
R-pSTG→L-SUP,CEN→CEN,Warszawa,eyes closed,alpha,0.03890823476593011
R-pSTG→R-SUP,CEN→CEN,Warszawa,eyes closed,alpha,-0.034747366857440405
L-ITG→L-ACC,CEN→SN,Warszawa,eyes closed,alpha,0.08802420459487496
L-ITG→R-ACC,CEN→SN,Warszawa,eyes closed,alpha,0.1723363234734134
L-ITG→L-INS,CEN→SN,Warszawa,eyes closed,alpha,0.035653701640614634
L-ITG→R-INS,CEN→SN,Warszawa,eyes closed,alpha,0.23514107097670806
L-ITG→L-IFG,CEN→DMN,Warszawa,eyes closed,alpha,0.15628787346436981
L-ITG→R-IFG,CEN→CEN,Warszawa,eyes closed,alpha,-0.003952383932354088
L-ITG→L-mPFC,CEN→DMN,Warszawa,eyes closed,alpha,0.23734480473049405
L-ITG→R-mPFC,CEN→DMN,Warszawa,eyes closed,alpha,0.20894612248652422
L-ITG→L-aSTG,CEN→DMN,Warszawa,eyes closed,alpha,0.02054006671011436
L-ITG→R-aSTG,CEN→DMN,Warszawa,eyes closed,alpha,0.03557145539118679
L-ITG→L-PREC,CEN→DMN,Warszawa,eyes closed,alpha,0.31464920288969567
L-ITG→R-PREC,CEN→DMN,Warszawa,eyes closed,alpha,0.09615219795840053
L-ITG→L-ANG,CEN→DMN,Warszawa,eyes closed,alpha,0.5219839714746833
L-ITG→R-ANG,CEN→DMN,Warszawa,eyes closed,alpha,0.13943435227583317
L-ITG→L-SFG,CEN→CEN,Warszawa,eyes closed,alpha,0.11489088231560893
L-ITG→R-SFG,CEN→CEN,Warszawa,eyes closed,alpha,-0.08240241726454828
L-ITG→L-pSTG,CEN→CEN,Warszawa,eyes closed,alpha,0.19073207202780446
L-ITG→R-pSTG,CEN→CEN,Warszawa,eyes closed,alpha,0.14602463972052487
L-ITG→R-ITG,CEN→CEN,Warszawa,eyes closed,alpha,0.0034853574033876186
L-ITG→L-SUP,CEN→CEN,Warszawa,eyes closed,alpha,0.1832340585444336
L-ITG→R-SUP,CEN→CEN,Warszawa,eyes closed,alpha,-0.007651667097285499
R-ITG→L-ACC,CEN→SN,Warszawa,eyes closed,alpha,0.2784439124939922
R-ITG→R-ACC,CEN→SN,Warszawa,eyes closed,alpha,0.1896546341581807
R-ITG→L-INS,CEN→SN,Warszawa,eyes closed,alpha,0.07662977128730239
R-ITG→R-INS,CEN→SN,Warszawa,eyes closed,alpha,0.2047307562133314
R-ITG→L-IFG,CEN→DMN,Warszawa,eyes closed,alpha,0.21195893783038647
R-ITG→R-IFG,CEN→CEN,Warszawa,eyes closed,alpha,0.31803252765195045
R-ITG→L-mPFC,CEN→DMN,Warszawa,eyes closed,alpha,0.08650539568826608
R-ITG→R-mPFC,CEN→DMN,Warszawa,eyes closed,alpha,0.08007640108900962
R-ITG→L-aSTG,CEN→DMN,Warszawa,eyes closed,alpha,0.1251830162034273
R-ITG→R-aSTG,CEN→DMN,Warszawa,eyes closed,alpha,0.14812768964397377
R-ITG→L-PREC,CEN→DMN,Warszawa,eyes closed,alpha,0.4912636563596178
R-ITG→R-PREC,CEN→DMN,Warszawa,eyes closed,alpha,0.26247532847863003
R-ITG→L-ANG,CEN→DMN,Warszawa,eyes closed,alpha,0.1198784156581694
R-ITG→R-ANG,CEN→DMN,Warszawa,eyes closed,alpha,0.4063557440564743
R-ITG→L-SFG,CEN→CEN,Warszawa,eyes closed,alpha,0.32342621998534893
R-ITG→R-SFG,CEN→CEN,Warszawa,eyes closed,alpha,0.22168519459378455
R-ITG→L-pSTG,CEN→CEN,Warszawa,eyes closed,alpha,-0.13973664175919848
R-ITG→R-pSTG,CEN→CEN,Warszawa,eyes closed,alpha,0.3789323733725367
R-ITG→L-ITG,CEN→CEN,Warszawa,eyes closed,alpha,-0.03975349749885424
R-ITG→L-SUP,CEN→CEN,Warszawa,eyes closed,alpha,0.1691662381127396
R-ITG→R-SUP,CEN→CEN,Warszawa,eyes closed,alpha,0.1799399723940136
L-SUP→L-ACC,CEN→SN,Warszawa,eyes closed,alpha,-0.012161578400104142
L-SUP→R-ACC,CEN→SN,Warszawa,eyes closed,alpha,-0.018932061141568826
L-SUP→L-INS,CEN→SN,Warszawa,eyes closed,alpha,-0.08384198505551908
L-SUP→R-INS,CEN→SN,Warszawa,eyes closed,alpha,0.19692269329140044
L-SUP→L-IFG,CEN→DMN,Warszawa,eyes closed,alpha,-0.0891291452045114
L-SUP→R-IFG,CEN→CEN,Warszawa,eyes closed,alpha,-0.03995947188605647
L-SUP→L-mPFC,CEN→DMN,Warszawa,eyes closed,alpha,-0.1048152321920332
L-SUP→R-mPFC,CEN→DMN,Warszawa,eyes closed,alpha,0.0982186869520388
L-SUP→L-aSTG,CEN→DMN,Warszawa,eyes closed,alpha,-0.01867278791828578
L-SUP→R-aSTG,CEN→DMN,Warszawa,eyes closed,alpha,0.10639594694815249
L-SUP→L-PREC,CEN→DMN,Warszawa,eyes closed,alpha,0.1376716174338109
L-SUP→R-PREC,CEN→DMN,Warszawa,eyes closed,alpha,0.15792024176602318
L-SUP→L-ANG,CEN→DMN,Warszawa,eyes closed,alpha,-0.039356055817933416
L-SUP→R-ANG,CEN→DMN,Warszawa,eyes closed,alpha,0.11605573408620791
L-SUP→L-SFG,CEN→CEN,Warszawa,eyes closed,alpha,-0.03493841073067773
L-SUP→R-SFG,CEN→CEN,Warszawa,eyes closed,alpha,-0.03532336924321108
L-SUP→L-pSTG,CEN→CEN,Warszawa,eyes closed,alpha,-0.09520985394955862
L-SUP→R-pSTG,CEN→CEN,Warszawa,eyes closed,alpha,0.04804584065340578
L-SUP→L-ITG,CEN→CEN,Warszawa,eyes closed,alpha,-0.20317754258623333
L-SUP→R-ITG,CEN→CEN,Warszawa,eyes closed,alpha,0.03118765095045638
L-SUP→R-SUP,CEN→CEN,Warszawa,eyes closed,alpha,-0.10536368564343372
R-SUP→L-ACC,CEN→SN,Warszawa,eyes closed,alpha,0.034853574033876185
R-SUP→R-ACC,CEN→SN,Warszawa,eyes closed,alpha,0.009564583871606873
R-SUP→L-INS,CEN→SN,Warszawa,eyes closed,alpha,0.1627347036567506
R-SUP→R-INS,CEN→SN,Warszawa,eyes closed,alpha,0.05875838197693545
R-SUP→L-IFG,CEN→DMN,Warszawa,eyes closed,alpha,-0.09285725226578996
R-SUP→R-IFG,CEN→CEN,Warszawa,eyes closed,alpha,0.23351894602697043
R-SUP→L-mPFC,CEN→DMN,Warszawa,eyes closed,alpha,0.17289322971673043
R-SUP→R-mPFC,CEN→DMN,Warszawa,eyes closed,alpha,0.1862829962175908
R-SUP→L-aSTG,CEN→DMN,Warszawa,eyes closed,alpha,0.018530787470259505
R-SUP→R-aSTG,CEN→DMN,Warszawa,eyes closed,alpha,0.19382824502082371
R-SUP→L-PREC,CEN→DMN,Warszawa,eyes closed,alpha,0.14418403864234033
R-SUP→R-PREC,CEN→DMN,Warszawa,eyes closed,alpha,-0.011230919439440032
R-SUP→L-ANG,CEN→DMN,Warszawa,eyes closed,alpha,0.16504999257284192
R-SUP→R-ANG,CEN→DMN,Warszawa,eyes closed,alpha,0.1366725229556894
R-SUP→L-SFG,CEN→CEN,Warszawa,eyes closed,alpha,0.056438971180325564
R-SUP→R-SFG,CEN→CEN,Warszawa,eyes closed,alpha,0.17690306386990137
R-SUP→L-pSTG,CEN→CEN,Warszawa,eyes closed,alpha,-0.22665174140670424
R-SUP→R-pSTG,CEN→CEN,Warszawa,eyes closed,alpha,0.022396417135049827
R-SUP→L-ITG,CEN→CEN,Warszawa,eyes closed,alpha,-0.1349828932877546
R-SUP→R-ITG,CEN→CEN,Warszawa,eyes closed,alpha,-0.059124150593193134
R-SUP→L-SUP,CEN→CEN,Warszawa,eyes closed,alpha,-0.02230949636413331
L-ACC→R-ACC,SN→SN,Warszawa,eyes closed,beta,0.18796881518788577
L-ACC→L-INS,SN→SN,Warszawa,eyes closed,beta,0.1721512266686643
L-ACC→R-INS,SN→SN,Warszawa,eyes closed,beta,0.13913316139373788
L-ACC→L-IFG,SN→DMN,Warszawa,eyes closed,beta,-0.03150233869944116
L-ACC→R-IFG,SN→CEN,Warszawa,eyes closed,beta,0.269556489587099
L-ACC→L-mPFC,SN→DMN,Warszawa,eyes closed,beta,-0.20075780508786278
L-ACC→R-mPFC,SN→DMN,Warszawa,eyes closed,beta,0.2497229017245031
L-ACC→L-aSTG,SN→DMN,Warszawa,eyes closed,beta,-0.08007640108900962
L-ACC→R-aSTG,SN→DMN,Warszawa,eyes closed,beta,-0.054789116534585534
L-ACC→L-PREC,SN→DMN,Warszawa,eyes closed,beta,0.09187713388107421
L-ACC→R-PREC,SN→DMN,Warszawa,eyes closed,beta,0.18937876065781611
L-ACC→L-ANG,SN→DMN,Warszawa,eyes closed,beta,-0.013437850281029897
L-ACC→R-ANG,SN→DMN,Warszawa,eyes closed,beta,0.19096474142504022
L-ACC→L-SFG,SN→CEN,Warszawa,eyes closed,beta,0.07839058211871469
L-ACC→R-SFG,SN→CEN,Warszawa,eyes closed,beta,-0.027796181205389257
L-ACC→L-pSTG,SN→CEN,Warszawa,eyes closed,beta,-0.17648376702419263
L-ACC→R-pSTG,SN→CEN,Warszawa,eyes closed,beta,0.07399400733959438
L-ACC→L-ITG,SN→CEN,Warszawa,eyes closed,beta,0.006528709108548383
L-ACC→R-ITG,SN→CEN,Warszawa,eyes closed,beta,0.16268153063346166
L-ACC→L-SUP,SN→CEN,Warszawa,eyes closed,beta,0.129899219383289
L-ACC→R-SUP,SN→CEN,Warszawa,eyes closed,beta,-0.005212105028616061
R-ACC→L-ACC,SN→SN,Warszawa,eyes closed,beta,-0.09956281390536284
R-ACC→L-INS,SN→SN,Warszawa,eyes closed,beta,0.17026209760145797
R-ACC→R-INS,SN→SN,Warszawa,eyes closed,beta,-0.015901398999541697
R-ACC→L-IFG,SN→DMN,Warszawa,eyes closed,beta,0.017373683428720203
R-ACC→R-IFG,SN→CEN,Warszawa,eyes closed,beta,0.35519877673460143
R-ACC→L-mPFC,SN→DMN,Warszawa,eyes closed,beta,0.1976053572538009
R-ACC→R-mPFC,SN→DMN,Warszawa,eyes closed,beta,-0.01437129870936734
R-ACC→L-aSTG,SN→DMN,Warszawa,eyes closed,beta,0.05949440778848947
R-ACC→R-aSTG,SN→DMN,Warszawa,eyes closed,beta,0.14464233224058617
R-ACC→L-PREC,SN→DMN,Warszawa,eyes closed,beta,0.1171644184354983
R-ACC→R-PREC,SN→DMN,Warszawa,eyes closed,beta,0.22424991895225987
R-ACC→L-ANG,SN→DMN,Warszawa,eyes closed,beta,0.2230628738168076
R-ACC→R-ANG,SN→DMN,Warszawa,eyes closed,beta,0.04059989714705751
R-ACC→L-SFG,SN→CEN,Warszawa,eyes closed,beta,0.03699700366979719
R-ACC→R-SFG,SN→CEN,Warszawa,eyes closed,beta,0.08923798545653323
R-ACC→L-pSTG,SN→CEN,Warszawa,eyes closed,beta,0.05228380617120019
R-ACC→R-pSTG,SN→CEN,Warszawa,eyes closed,beta,0.08894777985724563
R-ACC→L-ITG,SN→CEN,Warszawa,eyes closed,beta,-0.06588648830397124
R-ACC→R-ITG,SN→CEN,Warszawa,eyes closed,beta,-0.08487321841112899
R-ACC→L-SUP,SN→CEN,Warszawa,eyes closed,beta,-0.125593513286973
R-ACC→R-SUP,SN→CEN,Warszawa,eyes closed,beta,0.15684108315244283
L-INS→L-ACC,SN→SN,Warszawa,eyes closed,beta,0.03118765095045638
L-INS→R-ACC,SN→SN,Warszawa,eyes closed,beta,0.1967567922439214
L-INS→R-INS,SN→SN,Warszawa,eyes closed,beta,0.23110279282832658
L-INS→L-IFG,SN→DMN,Warszawa,eyes closed,beta,0.1154891445305972
L-INS→R-IFG,SN→CEN,Warszawa,eyes closed,beta,0.03135498398906976
L-INS→L-mPFC,SN→DMN,Warszawa,eyes closed,beta,0.10456072210162855
L-INS→R-mPFC,SN→DMN,Warszawa,eyes closed,beta,0.3305398703154488
L-INS→L-aSTG,SN→DMN,Warszawa,eyes closed,beta,-0.04850313314411477
L-INS→R-aSTG,SN→DMN,Warszawa,eyes closed,beta,0.18269953716175877
L-INS→L-PREC,SN→DMN,Warszawa,eyes closed,beta,0.2670208672314867
L-INS→R-PREC,SN→DMN,Warszawa,eyes closed,beta,-0.12094065252926907
L-INS→L-ANG,SN→DMN,Warszawa,eyes closed,beta,-0.003592824677341835
L-INS→R-ANG,SN→DMN,Warszawa,eyes closed,beta,0.15244822515491094
L-INS→L-SFG,SN→CEN,Warszawa,eyes closed,beta,0.08160886385685479
L-INS→R-SFG,SN→CEN,Warszawa,eyes closed,beta,0.1672971553626057
L-INS→L-pSTG,SN→CEN,Warszawa,eyes closed,beta,-0.25489861333972197
L-INS→R-pSTG,SN→CEN,Warszawa,eyes closed,beta,0.06254526034339274
L-INS→L-ITG,SN→CEN,Warszawa,eyes closed,beta,-0.21609215901003234
L-INS→R-ITG,SN→CEN,Warszawa,eyes closed,beta,0.10908473324427753
L-INS→L-SUP,SN→CEN,Warszawa,eyes closed,beta,-0.1285652573725295
L-INS→R-SUP,SN→CEN,Warszawa,eyes closed,beta,0.1307302393489203
R-INS→L-ACC,SN→SN,Warszawa,eyes closed,beta,0.2222061762276008
R-INS→R-ACC,SN→SN,Warszawa,eyes closed,beta,0.09295623485055544
R-INS→L-INS,SN→SN,Warszawa,eyes closed,beta,0.09880267862690045
R-INS→L-IFG,SN→DMN,Warszawa,eyes closed,beta,0.2408789641458866
R-INS→R-IFG,SN→CEN,Warszawa,eyes closed,beta,0.11458025055954885
R-INS→L-mPFC,SN→DMN,Warszawa,eyes closed,beta,0.2175175895502998
R-INS→R-mPFC,SN→DMN,Warszawa,eyes closed,beta,-0.03634541871210613
R-INS→L-aSTG,SN→DMN,Warszawa,eyes closed,beta,0.07724573056284945
R-INS→R-aSTG,SN→DMN,Warszawa,eyes closed,beta,0.10995805477328074
R-INS→L-PREC,SN→DMN,Warszawa,eyes closed,beta,0.05559578697190465
R-INS→R-PREC,SN→DMN,Warszawa,eyes closed,beta,0.0938178905150891
R-INS→L-ANG,SN→DMN,Warszawa,eyes closed,beta,0.17847597091306647
R-INS→R-ANG,SN→DMN,Warszawa,eyes closed,beta,0.2495759114843024
R-INS→L-SFG,SN→CEN,Warszawa,eyes closed,beta,0.07250586318343324
R-INS→R-SFG,SN→CEN,Warszawa,eyes closed,beta,0.06691926836262094
R-INS→L-pSTG,SN→CEN,Warszawa,eyes closed,beta,-0.08319197049476747
R-INS→R-pSTG,SN→CEN,Warszawa,eyes closed,beta,0.09821317359237537
R-INS→L-ITG,SN→CEN,Warszawa,eyes closed,beta,-0.07843282472935656
R-INS→R-ITG,SN→CEN,Warszawa,eyes closed,beta,-0.022396417135049827
R-INS→L-SUP,SN→CEN,Warszawa,eyes closed,beta,0.1087353235840236
R-INS→R-SUP,SN→CEN,Warszawa,eyes closed,beta,-0.04807609897920027
L-IFG→L-ACC,DMN→SN,Warszawa,eyes closed,beta,0.027730656831589158
L-IFG→R-ACC,DMN→SN,Warszawa,eyes closed,beta,0.30922366531229084
L-IFG→L-INS,DMN→SN,Warszawa,eyes closed,beta,0.03772465911208926
L-IFG→R-INS,DMN→SN,Warszawa,eyes closed,beta,0.0385218374722857
L-IFG→R-IFG,DMN→CEN,Warszawa,eyes closed,beta,0.08513385799989445
L-IFG→L-mPFC,DMN→DMN,Warszawa,eyes closed,beta,0.10281804339993474
L-IFG→R-mPFC,DMN→DMN,Warszawa,eyes closed,beta,0.21197665596316825
L-IFG→L-aSTG,DMN→DMN,Warszawa,eyes closed,beta,0.007651667097285499
L-IFG→R-aSTG,DMN→DMN,Warszawa,eyes closed,beta,-0.1352747485328944
L-IFG→L-PREC,DMN→DMN,Warszawa,eyes closed,beta,0.07628961803617725
L-IFG→R-PREC,DMN→DMN,Warszawa,eyes closed,beta,-0.01616771104803826
L-IFG→L-ANG,DMN→DMN,Warszawa,eyes closed,beta,-0.03143437240947709
L-IFG→R-ANG,DMN→DMN,Warszawa,eyes closed,beta,0.0017373683428720203
L-IFG→L-SFG,DMN→CEN,Warszawa,eyes closed,beta,0.16504999257284192
L-IFG→R-SFG,DMN→CEN,Warszawa,eyes closed,beta,-0.053053212446672056
L-IFG→L-pSTG,DMN→CEN,Warszawa,eyes closed,beta,-0.08176222005930457
L-IFG→R-pSTG,DMN→CEN,Warszawa,eyes closed,beta,0.10747856732750513
L-IFG→L-ITG,DMN→CEN,Warszawa,eyes closed,beta,-0.1087353235840236
L-IFG→R-ITG,DMN→CEN,Warszawa,eyes closed,beta,0.15462578251560982
L-IFG→L-SUP,DMN→CEN,Warszawa,eyes closed,beta,0.11292894228668131
L-IFG→R-SUP,DMN→CEN,Warszawa,eyes closed,beta,-0.016305351069963097
R-IFG→L-ACC,CEN→SN,Warszawa,eyes closed,beta,0.05823068455112955
R-IFG→R-ACC,CEN→SN,Warszawa,eyes closed,beta,0.4191434363278749
R-IFG→L-INS,CEN→SN,Warszawa,eyes closed,beta,0.08894777985724563
R-IFG→R-INS,CEN→SN,Warszawa,eyes closed,beta,0.2298893138619072
R-IFG→L-IFG,CEN→DMN,Warszawa,eyes closed,beta,0.07724573056284945
R-IFG→L-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.22166774738177872
R-IFG→R-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.3262059707520708
R-IFG→L-aSTG,CEN→DMN,Warszawa,eyes closed,beta,0.05053768234912046
R-IFG→R-aSTG,CEN→DMN,Warszawa,eyes closed,beta,0.16818393067066348
R-IFG→L-PREC,CEN→DMN,Warszawa,eyes closed,beta,0.228290909921889
R-IFG→R-PREC,CEN→DMN,Warszawa,eyes closed,beta,0.00988095983088522
R-IFG→L-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.12971551229181652
R-IFG→R-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.08709470111021966
R-IFG→L-SFG,CEN→CEN,Warszawa,eyes closed,beta,-0.08149118290228023
R-IFG→R-SFG,CEN→CEN,Warszawa,eyes closed,beta,-0.03027027572983406
R-IFG→L-pSTG,CEN→CEN,Warszawa,eyes closed,beta,-0.29030567460517087
R-IFG→R-pSTG,CEN→CEN,Warszawa,eyes closed,beta,0.19015307541661136
R-IFG→L-ITG,CEN→CEN,Warszawa,eyes closed,beta,-0.3500637697008116
R-IFG→R-ITG,CEN→CEN,Warszawa,eyes closed,beta,0.027826632278747578
R-IFG→L-SUP,CEN→CEN,Warszawa,eyes closed,beta,0.2795809426436849
R-IFG→R-SUP,CEN→CEN,Warszawa,eyes closed,beta,0.1528884141727378
L-mPFC→L-ACC,DMN→SN,Warszawa,eyes closed,beta,-0.12600935479776465
L-mPFC→R-ACC,DMN→SN,Warszawa,eyes closed,beta,0.06254526034339274
L-mPFC→L-INS,DMN→SN,Warszawa,eyes closed,beta,0.19276814004215706
L-mPFC→R-INS,DMN→SN,Warszawa,eyes closed,beta,-0.018530787470259505
L-mPFC→L-IFG,DMN→DMN,Warszawa,eyes closed,beta,-0.1442329263497209
L-mPFC→R-IFG,DMN→CEN,Warszawa,eyes closed,beta,-0.16100204652790942
L-mPFC→R-mPFC,DMN→DMN,Warszawa,eyes closed,beta,0.15602800284012575
L-mPFC→L-aSTG,DMN→DMN,Warszawa,eyes closed,beta,0.11727281762162002
L-mPFC→R-aSTG,DMN→DMN,Warszawa,eyes closed,beta,-0.1963226227445383
L-mPFC→L-PREC,DMN→DMN,Warszawa,eyes closed,beta,0.27910231439044336
L-mPFC→R-PREC,DMN→DMN,Warszawa,eyes closed,beta,-0.019111051771592225
L-mPFC→L-ANG,DMN→DMN,Warszawa,eyes closed,beta,0.22668275907107108
L-mPFC→R-ANG,DMN→DMN,Warszawa,eyes closed,beta,-0.005389237016012753
L-mPFC→L-SFG,DMN→CEN,Warszawa,eyes closed,beta,0.03413183443474743
L-mPFC→R-SFG,DMN→CEN,Warszawa,eyes closed,beta,-0.04690894525754455
L-mPFC→L-pSTG,DMN→CEN,Warszawa,eyes closed,beta,-0.006270996797813951
L-mPFC→R-pSTG,DMN→CEN,Warszawa,eyes closed,beta,0.023353360402721925
L-mPFC→L-ITG,DMN→CEN,Warszawa,eyes closed,beta,-0.062343989385153016
L-mPFC→R-ITG,DMN→CEN,Warszawa,eyes closed,beta,0.09729262720083313
L-mPFC→L-SUP,DMN→CEN,Warszawa,eyes closed,beta,0.10137141862207832
L-mPFC→R-SUP,DMN→CEN,Warszawa,eyes closed,beta,0.006935419821470659
R-mPFC→L-ACC,DMN→SN,Warszawa,eyes closed,beta,-0.1840533450040998
R-mPFC→R-ACC,DMN→SN,Warszawa,eyes closed,beta,-0.022654823122019517
R-mPFC→L-INS,DMN→SN,Warszawa,eyes closed,beta,0.1739946571582278
R-mPFC→R-INS,DMN→SN,Warszawa,eyes closed,beta,-0.1643673496037566
R-mPFC→L-IFG,DMN→DMN,Warszawa,eyes closed,beta,-0.11098805484532252
R-mPFC→R-IFG,DMN→CEN,Warszawa,eyes closed,beta,-0.1658092106331874
R-mPFC→L-mPFC,DMN→DMN,Warszawa,eyes closed,beta,-0.01907240450904431
R-mPFC→L-aSTG,DMN→DMN,Warszawa,eyes closed,beta,-0.20569174091988052
R-mPFC→R-aSTG,DMN→DMN,Warszawa,eyes closed,beta,0.052752606402821776
R-mPFC→L-PREC,DMN→DMN,Warszawa,eyes closed,beta,-0.051886204916726616
R-mPFC→R-PREC,DMN→DMN,Warszawa,eyes closed,beta,0.0034853574033876186
R-mPFC→L-ANG,DMN→DMN,Warszawa,eyes closed,beta,0.13941429613550474
R-mPFC→R-ANG,DMN→DMN,Warszawa,eyes closed,beta,-0.1375752275788221
R-mPFC→L-SFG,DMN→CEN,Warszawa,eyes closed,beta,-0.13790773598826614
R-mPFC→R-SFG,DMN→CEN,Warszawa,eyes closed,beta,0.0
R-mPFC→L-pSTG,DMN→CEN,Warszawa,eyes closed,beta,-0.08384198505551908
R-mPFC→R-pSTG,DMN→CEN,Warszawa,eyes closed,beta,0.03520849619349306
R-mPFC→L-ITG,DMN→CEN,Warszawa,eyes closed,beta,-0.10454607450741044
R-mPFC→R-ITG,DMN→CEN,Warszawa,eyes closed,beta,-0.21424667872399397
R-mPFC→L-SUP,DMN→CEN,Warszawa,eyes closed,beta,-0.08085092390161798
R-mPFC→R-SUP,DMN→CEN,Warszawa,eyes closed,beta,-0.07227007113401207
L-aSTG→L-ACC,DMN→SN,Warszawa,eyes closed,beta,0.10562548858047917
L-aSTG→R-ACC,DMN→SN,Warszawa,eyes closed,beta,0.3032260940947228
L-aSTG→L-INS,DMN→SN,Warszawa,eyes closed,beta,0.49767726512055854
L-aSTG→R-INS,DMN→SN,Warszawa,eyes closed,beta,0.15636315085848182
L-aSTG→L-IFG,DMN→DMN,Warszawa,eyes closed,beta,0.09406495196720926
L-aSTG→R-IFG,DMN→CEN,Warszawa,eyes closed,beta,0.15936477224423173
L-aSTG→L-mPFC,DMN→DMN,Warszawa,eyes closed,beta,0.13595728373467905
L-aSTG→R-mPFC,DMN→DMN,Warszawa,eyes closed,beta,0.2149419187126048
L-aSTG→R-aSTG,DMN→DMN,Warszawa,eyes closed,beta,0.14237921620763155
L-aSTG→L-PREC,DMN→DMN,Warszawa,eyes closed,beta,0.08084246592415602
L-aSTG→R-PREC,DMN→DMN,Warszawa,eyes closed,beta,0.14919497887110214
L-aSTG→L-ANG,DMN→DMN,Warszawa,eyes closed,beta,0.31891020240996704
L-aSTG→R-ANG,DMN→DMN,Warszawa,eyes closed,beta,0.18746584388349474
L-aSTG→L-SFG,DMN→CEN,Warszawa,eyes closed,beta,0.15983788754422587
L-aSTG→R-SFG,DMN→CEN,Warszawa,eyes closed,beta,0.29445545755756886
L-aSTG→L-pSTG,DMN→CEN,Warszawa,eyes closed,beta,0.12456135469974432
L-aSTG→R-pSTG,DMN→CEN,Warszawa,eyes closed,beta,0.3191878408444575
L-aSTG→L-ITG,DMN→CEN,Warszawa,eyes closed,beta,-0.04818004742267471
L-aSTG→R-ITG,DMN→CEN,Warszawa,eyes closed,beta,0.08495889281301557
L-aSTG→L-SUP,DMN→CEN,Warszawa,eyes closed,beta,0.012574886370696422
L-aSTG→R-SUP,DMN→CEN,Warszawa,eyes closed,beta,0.043346373884191616
R-aSTG→L-ACC,DMN→SN,Warszawa,eyes closed,beta,-0.026130194039571564
R-aSTG→R-ACC,DMN→SN,Warszawa,eyes closed,beta,0.2108641229049509
R-aSTG→L-INS,DMN→SN,Warszawa,eyes closed,beta,0.2947992377758574
R-aSTG→R-INS,DMN→SN,Warszawa,eyes closed,beta,-0.005900366396032288
R-aSTG→L-IFG,DMN→DMN,Warszawa,eyes closed,beta,0.0314970394174356
R-aSTG→R-IFG,DMN→CEN,Warszawa,eyes closed,beta,0.19940176959247183
R-aSTG→L-mPFC,DMN→DMN,Warszawa,eyes closed,beta,0.03793092683163614
R-aSTG→R-mPFC,DMN→DMN,Warszawa,eyes closed,beta,0.04210526421389368
R-aSTG→L-aSTG,DMN→DMN,Warszawa,eyes closed,beta,0.07319250547113999
R-aSTG→L-PREC,DMN→DMN,Warszawa,eyes closed,beta,-0.04748040432630563
R-aSTG→R-PREC,DMN→DMN,Warszawa,eyes closed,beta,-0.04681408379492694
R-aSTG→L-ANG,DMN→DMN,Warszawa,eyes closed,beta,-0.014824629976207605
R-aSTG→R-ANG,DMN→DMN,Warszawa,eyes closed,beta,0.2547000834905219
R-aSTG→L-SFG,DMN→CEN,Warszawa,eyes closed,beta,-0.03493841073067773
R-aSTG→R-SFG,DMN→CEN,Warszawa,eyes closed,beta,0.2486743700257272
R-aSTG→L-pSTG,DMN→CEN,Warszawa,eyes closed,beta,-0.1537326504729589
R-aSTG→R-pSTG,DMN→CEN,Warszawa,eyes closed,beta,0.22850481879919343
R-aSTG→L-ITG,DMN→CEN,Warszawa,eyes closed,beta,-0.2964925995241521
R-aSTG→R-ITG,DMN→CEN,Warszawa,eyes closed,beta,0.09764837870881724
R-aSTG→L-SUP,DMN→CEN,Warszawa,eyes closed,beta,0.05019636681929995
R-aSTG→R-SUP,DMN→CEN,Warszawa,eyes closed,beta,0.006970714806775237
